,state,year,net total,pct_renters,median_age,pct_female,pct_age_20_34,pct_age_65_plus,pct_college_grads,pct_unemployed,pct_nilf,median_income
201,West Virginia,2013,0.001721052177900178,0.25418378,41,0.505131305,0.183631702,0.172528884,0.136843797,0.036328995,0.36784799,17600
202,Wisconsin,2013,-0.00167889979515903,0.28940102,38,0.503658288,0.19755558,0.147701792,0.19666628,0.035149066,0.263064513,23500
203,Wyoming,2013,-0.0010990412358997809,0.28746709,36,0.491710403,0.220417466,0.13243618,0.186050822,0.028248132,0.248368683,25000
204,Alabama,2014,-0.0008261391061460434,0.3100755,38,0.515315885,0.198808837,0.154216717,0.161479712,0.039343817,0.337976198,18000
205,Alaska,2014,-0.06721023493303599,0.334684797,33,0.473030899,0.240099521,0.093008041,0.195597585,0.036242487,0.232905588,29000
206,Arizona,2014,0.006460336766242913,0.385538018,36,0.504207245,0.205011109,0.159050813,0.187482582,0.036910435,0.321532815,20000
207,Arkansas,2014,0.0031133212775421547,0.322353018,37,0.509761597,0.196807949,0.157037442,0.149656364,0.030475305,0.331311108,18000
208,California,2014,-0.0021663007587665144,0.447084312,35,0.503698215,0.222752658,0.128719619,0.219469441,0.04210757,0.291959358,19900
209,Colorado,2014,0.008079636322941786,0.333577427,36,0.497537466,0.220952317,0.127255611,0.2659133,0.029290501,0.252908307,25000
210,Connecticut,2014,-0.003716011665423003,0.296063283,40,0.512690186,0.189031431,0.154825134,0.274904308,0.043096169,0.267077639,27000
211,Delaware,2014,0.005089586582178857,0.281949607,39,0.514187475,0.200015177,0.163189093,0.214902727,0.035833153,0.296544301,25000
212,District of Columbia ,2014,-0.005692294379952889,0.536903564,33,0.524802965,0.316567333,0.112585807,0.417538204,0.050190243,0.256882377,32000
213,Florida,2014,0.005187209605621194,0.35764313,41,0.511151419,0.191347819,0.190839306,0.200117708,0.03834759,0.339745292,19000
214,Georgia,2014,0.0026617480281249557,0.359134675,36,0.512369739,0.208464742,0.123784148,0.197486111,0.040206122,0.294498959,18700
215,Hawaii,2014,-0.002149010777852907,0.394034494,38,0.495686342,0.222187705,0.161490771,0.224467282,0.025114807,0.283549633,25000
216,Idaho,2014,0.004505789996433737,0.296729692,35,0.500327324,0.200089448,0.143272657,0.165832346,0.025943673,0.293156656,19800
217,Illinois,2014,-0.008858697815319696,0.310854092,37,0.509729997,0.208324082,0.138438875,0.234730501,0.043186953,0.274248132,22300
218,Indiana,2014,0.0003660869766667421,0.28369185,37,0.508089082,0.200659102,0.142765909,0.17209352,0.03520708,0.285727214,20800
219,Iowa,2014,0.0005916089971017523,0.246100094,38,0.502714084,0.197105299,0.158303204,0.194677332,0.024406799,0.257914227,24800
220,Kansas,2014,0.000981275258818616,0.301794305,36,0.504217084,0.206604222,0.142944214,0.214581782,0.027604139,0.266142359,22900
221,Kentucky,2014,0.0013804282951788774,0.314392776,38,0.506093296,0.197985615,0.148175455,0.160653202,0.03584537,0.324048926,19000
222,Louisiana,2014,0.0024892170040253167,0.332372406,36,0.511583388,0.217900774,0.136011412,0.158000471,0.035200947,0.311134797,18000
223,Maine,2014,0.005070020140997406,0.251913218,44,0.515924874,0.175199554,0.181725433,0.223063269,0.030028066,0.310288259,22000
224,Maryland,2014,-0.003565164721574275,0.312908408,38,0.51464768,0.205000262,0.136991339,0.271787715,0.038095464,0.256026572,28300
225,Massachusetts,2014,-0.0012884621409399617,0.331253795,39,0.515232733,0.210962035,0.150677172,0.303971976,0.037584976,0.267580108,26000
226,Michigan,2014,-0.0024281959106675823,0.268336731,39,0.508663629,0.194390001,0.154296062,0.195054389,0.040740263,0.314687256,20000
227,Minnesota,2014,-0.0027637010497614176,0.244310928,37,0.504043211,0.205824701,0.142396072,0.241907119,0.026503649,0.239733283,27000
228,Mississippi,2014,0.0003882098721772302,0.31198943,36,0.512777719,0.198651405,0.143003575,0.142156236,0.044729281,0.329061124,15400
229,Missouri,2014,-0.00023329893019986836,0.296683367,38,0.509874268,0.203982163,0.153524423,0.194300108,0.033619858,0.295545922,20800
230,Montana,2014,0.0017139440461697783,0.318172803,39,0.500091346,0.197415148,0.166787322,0.197422964,0.027260231,0.295413446,20100
231,Nebraska,2014,0.004610313321274893,0.294797829,36,0.50084002,0.20556757,0.144241067,0.207895496,0.02004355,0.230846828,25000
232,Nevada,2014,0.009010641160077264,0.452120902,37,0.497386319,0.210658734,0.141662549,0.160577704,0.045763815,0.288758159,21400
233,New Hampshire,2014,-0.0001315067233989206,0.256645812,42,0.506591358,0.182930074,0.157958205,0.260130855,0.030504675,0.261066933,27000
234,New Jersey,2014,-0.008969454215632958,0.334978002,39,0.511108923,0.192414447,0.146628702,0.268228581,0.039654851,0.271555994,25000
235,New Mexico,2014,-0.0007205760806308567,0.312446657,37,0.505899101,0.206609506,0.151501363,0.179008924,0.039791002,0.320393158,17000
236,New York,2014,-0.008467176959157167,0.427916027,38,0.514773936,0.216828764,0.146677337,0.253483108,0.036538373,0.29755887,22000
237,North Carolina,2014,0.003606604995746953,0.337192794,38,0.513479735,0.199028275,0.146925813,0.201564788,0.039987072,0.29995,20000
238,North Dakota,2014,0.01480943143294667,0.303677439,34,0.489974063,0.243854482,0.142378043,0.183176872,0.016024731,0.244306149,27200
239,Ohio,2014,-0.0009452975195072058,0.309883258,39,0.510125397,0.193849181,0.155048364,0.188658638,0.036414617,0.29265847,21360
240,Oklahoma,2014,0.0020991081533461332,0.330603182,36,0.505842239,0.209854383,0.145341307,0.165811383,0.026460199,0.303142481,20000
241,Oregon,2014,0.008241622894825825,0.37575345,39,0.505973066,0.203739876,0.159425667,0.217900484,0.037846084,0.311235419,20100
242,Pennsylvania,2014,-0.0015756492190044935,0.272720341,40,0.510510229,0.196021196,0.166721995,0.211890179,0.035937944,0.305302823,22000
243,Rhode Island,2014,-0.0050981252953319935,0.357529997,39,0.514872917,0.211190013,0.158618539,0.221033897,0.040546906,0.289655819,23000
244,South Carolina,2014,0.010173705468457077,0.30871072,38,0.513182667,0.201486524,0.15738786,0.185079427,0.04001422,0.314026002,19000
245,South Dakota,2014,-0.003513623465692471,0.277774196,36,0.497334076,0.20694582,0.15064553,0.181340288,0.019400475,0.238668503,24000
246,Tennessee,2014,0.0032192596027869197,0.31919112,38,0.512741261,0.200403032,0.150265858,0.180153701,0.038152477,0.312947907,18700
247,Texas,2014,0.0036914401529653355,0.353653925,34,0.503656792,0.218178921,0.114839738,0.184808909,0.029989845,0.270737336,20000
248,Utah,2014,0.0033319221352932707,0.279340936,30,0.497515717,0.233617361,0.100043427,0.189431724,0.023444206,0.235838298,20000
249,Vermont,2014,0.0033632929764675773,0.261156917,42,0.510594323,0.188299003,0.169488415,0.264301059,0.032571398,0.276876031,24000
250,Virginia,2014,-0.0004453704998229127,0.321678121,37,0.508171888,0.210714882,0.137328527,0.258854215,0.03130146,0.270867009,25000
251,Washington,2014,0.002793036299040045,0.353332776,37,0.499823409,0.212959798,0.140662576,0.235328038,0.034339584,0.285799678,24100
252,West Virginia,2014,-0.0005027045830604572,0.254143324,41,0.505859508,0.18499659,0.178434503,0.142086313,0.029436975,0.381143647,18000
253,Wisconsin,2014,0.00046976542918621134,0.292964177,39,0.503682981,0.197893241,0.152430438,0.20389769,0.028613664,0.267287346,24000
254,Wyoming,2014,-0.012336299026690374,0.300825297,36,0.492547329,0.212793566,0.134521264,0.179485512,0.026308176,0.249573314,25000
255,Alabama,2015,0.0028161148121112964,0.300791998,38,0.516260103,0.197791141,0.157362483,0.169096018,0.032854227,0.343350733,18000
256,Alaska,2015,-0.007940964662284104,0.326852032,32,0.473476231,0.252698962,0.097069195,0.18640579,0.036994605,0.236082672,28400
257,Arizona,2015,0.009718235463120665,0.371490459,37,0.504255305,0.203301375,0.163652806,0.192736888,0.032095623,0.325128422,20000
258,Arkansas,2015,0.0015502176955234023,0.32822634,37,0.509520167,0.197697337,0.159665355,0.150117991,0.02698069,0.333827031,18500
259,California,2015,-0.00343125252631726,0.445557059,36,0.503730098,0.222763483,0.132652118,0.224763799,0.035833555,0.2925927,20000
260,Colorado,2015,0.007753600733397349,0.334817598,36,0.497372894,0.221953189,0.130147965,0.27633768,0.028005851,0.253227391,26240
261,Connecticut,2015,-0.007425982370331971,0.29667692,40,0.511636961,0.190259451,0.157513494,0.278129687,0.037373228,0.272451423,28000
262,Delaware,2015,0.013892464646044232,0.277883024,39,0.518740208,0.199508634,0.168680902,0.225861424,0.028533703,0.302246246,25000
263,District of Columbia ,2015,-0.008186891963134033,0.532030799,33,0.522901456,0.313268712,0.110124839,0.431030841,0.043140125,0.241485032,35000
264,Florida,2015,0.006561094539637911,0.359980124,41,0.512195584,0.190930643,0.194455188,0.210419208,0.033511069,0.341477979,20000
265,Georgia,2015,0.003148695361463911,0.362465467,36,0.512757493,0.206346147,0.126790676,0.202906452,0.034005361,0.292785217,20000
266,Hawaii,2015,-0.005085268996180052,0.399218219,37,0.495879095,0.223271396,0.165263694,0.225001624,0.023958458,0.278490615,27400
267,Idaho,2015,0.01038804054783507,0.290411679,35,0.50045017,0.199992145,0.145815231,0.16920051,0.025346087,0.285942608,20000
268,Illinois,2015,-0.009928270094038957,0.316565597,37,0.510004864,0.208265711,0.142278516,0.234702035,0.036076297,0.27792468,23430
269,Indiana,2015,0.0008097678565167736,0.289853135,37,0.508178794,0.200970742,0.145907506,0.174872804,0.030528364,0.28799655,21500
270,Iowa,2015,0.0014505530371334494,0.255110681,38,0.504164187,0.199454272,0.160572093,0.190758408,0.022108589,0.259870438,25000
271,Kansas,2015,-0.0030065139407375735,0.305607388,36,0.501757256,0.204646795,0.146222354,0.216105626,0.024272567,0.258274973,24400
272,Kentucky,2015,-0.0005612663801776337,0.312541299,38,0.507719614,0.19560904,0.152374911,0.162432329,0.029863108,0.329064797,19700
273,Louisiana,2015,-0.0015233953687638566,0.331731012,36,0.510397746,0.215678983,0.140056017,0.161581374,0.033006018,0.315196531,18000
274,Maine,2015,-0.005190465244916179,0.240620825,44,0.5091046,0.176413195,0.189957633,0.228981109,0.026450959,0.312126127,22450
275,Maryland,2015,-0.002365688026345885,0.316120918,38,0.516512967,0.205668419,0.140555051,0.279566083,0.03012969,0.260702208,30000
276,Massachusetts,2015,-0.0063547597557943765,0.333925093,39,0.514395779,0.211432407,0.153350351,0.306828601,0.031371028,0.2717251,27600
277,Michigan,2015,-0.0038556049946425665,0.264451187,39,0.508655716,0.195676304,0.158729145,0.199819281,0.035450774,0.313194981,21200
278,Minnesota,2015,-0.0035597204368992066,0.252364747,37,0.502676336,0.201422364,0.146219374,0.248093757,0.023491719,0.238829684,29000
279,Mississippi,2015,-0.004014882322360847,0.321902676,37,0.516493318,0.196516564,0.147422429,0.142753831,0.039234938,0.337711745,16300
280,Missouri,2015,0.0004886125621093619,0.301853552,38,0.509678858,0.201385611,0.156351624,0.19691775,0.026526414,0.294786931,22000
281,Montana,2015,0.009532610793514848,0.300440777,40,0.496511444,0.196174254,0.172994988,0.20653101,0.02173389,0.303067238,22000
282,Nebraska,2015,-0.000279865496824426,0.300346484,36,0.502556178,0.207510851,0.147584894,0.208250228,0.017949678,0.236789562,25000
283,Nevada,2015,0.012121702921437168,0.45381091,37,0.499623121,0.207225569,0.146569602,0.167362484,0.04097833,0.290822234,22000
284,New Hampshire,2015,0.008298336530135127,0.249357437,42,0.504141716,0.183817473,0.164038545,0.263151882,0.024709005,0.26536215,29000
285,New Jersey,2015,-0.009357970505565,0.336244321,39,0.511407943,0.192631558,0.149805989,0.273542135,0.034229466,0.278007411,25200
286,New Mexico,2015,-0.006084467072345272,0.304231098,37,0.503268654,0.202639766,0.158752852,0.17976758,0.032684622,0.329873402,18000
287,New York,2015,-0.00972706546492537,0.425637652,38,0.514176978,0.216468642,0.149830184,0.257991813,0.033566378,0.298282347,23300
288,North Carolina,2015,0.007102117937808978,0.342949209,38,0.512581449,0.199813658,0.150833901,0.208293263,0.033406115,0.302651392,20000
289,North Dakota,2015,0.013573934507538937,0.317238892,35,0.486606388,0.239989801,0.14262519,0.209295996,0.016679261,0.243817113,29000
290,Ohio,2015,-0.000915143362537469,0.309405849,39,0.510423327,0.195632588,0.158513214,0.190985896,0.032309165,0.2950429,22600
291,Oklahoma,2015,0.0029294548886593906,0.328117897,36,0.504541413,0.207750647,0.147192342,0.172501584,0.026046074,0.302920637,20000
292,Oregon,2015,0.007630958084761125,0.363361965,39,0.505759154,0.203264501,0.163957004,0.232600236,0.035312438,0.308215957,22000
293,Pennsylvania,2015,-0.0024362899413741083,0.27394893,40,0.511290175,0.194775584,0.170542667,0.216862515,0.031971248,0.307491668,23100
294,Rhode Island,2015,0.007615194540645038,0.35397492,39,0.516006847,0.211671328,0.159868711,0.241244422,0.03247095,0.289763873,24200
295,South Carolina,2015,0.007074886686052714,0.303367996,38,0.51297204,0.20018439,0.16220125,0.189389573,0.035582272,0.320715109,20000
296,South Dakota,2015,0.0012606013176373922,0.258538165,37,0.496707511,0.202797072,0.156668441,0.192748952,0.023617626,0.253509445,24600
297,Tennessee,2015,0.0027280093479631895,0.324078652,38,0.512765104,0.19989049,0.153551074,0.184661483,0.030303779,0.312764467,20000
298,Texas,2015,0.0037722037044542536,0.353364218,34,0.503778353,0.217383968,0.117214665,0.187808824,0.027233023,0.274366949,20000
299,Utah,2015,0.00414659422310501,0.278424083,30,0.495618874,0.232587063,0.102674338,0.191760859,0.019739185,0.234937593,21500
300,Vermont,2015,-0.0016552627493466934,0.244846192,43,0.504795205,0.189921762,0.174953118,0.277663479,0.018578626,0.290884637,25200
301,Virginia,2015,0.000788145441837626,0.326172287,37,0.508680611,0.210105031,0.141376714,0.262730865,0.028129094,0.273310857,25000
302,Washington,2015,0.006974874928859849,0.34874541,37,0.500291687,0.215145116,0.144062264,0.242495939,0.02946369,0.289382626,25040
303,West Virginia,2015,-0.005317553799861988,0.256233298,42,0.507132368,0.180837773,0.182145166,0.146405239,0.029759323,0.383746681,18900
304,Wisconsin,2015,-0.0005358298042861843,0.289055898,39,0.502754908,0.195426814,0.156028837,0.206710334,0.022873209,0.264961308,25000
305,Wyoming,2015,0.006924422972569393,0.302524966,36,0.500331851,0.208052455,0.142171992,0.183053606,0.027537634,0.248348851,27000
306,Alabama,2016,0.00447479751875882,0.293535254,38,0.514630395,0.196826229,0.161242572,0.175159871,0.029509387,0.341213168,19000
307,Alaska,2016,-0.014394115738888102,0.318712646,33,0.474050201,0.245919228,0.101081826,0.197547089,0.041695984,0.234033433,30000
308,Arizona,2016,0.011281034745119656,0.360483971,37,0.502949256,0.204075532,0.168807678,0.199515053,0.030981215,0.322255103,20800
309,Arkansas,2016,-0.0003893269529033211,0.3313905,37,0.507825656,0.194355689,0.162529683,0.15482818,0.023436475,0.332294374,19400
310,California,2016,-0.0037705000281698098,0.444491171,36,0.503250865,0.221805254,0.136410056,0.230899722,0.03239591,0.291599313,21480
311,Colorado,2016,0.005082068993776542,0.32696242,36,0.496427157,0.221339236,0.134292565,0.2812393,0.02532296,0.256601111,27600
312,Connecticut,2016,-0.010441477219034979,0.306847121,40,0.511831838,0.192008169,0.161128683,0.284001016,0.034411478,0.270673561,30000
313,Delaware,2016,0.004603682813013887,0.282823127,40,0.518316501,0.196076949,0.17522333,0.230120843,0.028209208,0.313715975,25800
314,District of Columbia ,2016,-0.003962644847969182,0.540426032,33,0.525580986,0.31144795,0.115965178,0.429713581,0.038812631,0.260632441,35000
315,Florida,2016,0.007979789499470081,0.356657502,42,0.51133289,0.19004636,0.198634863,0.211789832,0.028789994,0.343696784,20000
316,Georgia,2016,0.004236593913410001,0.364542556,36,0.513611101,0.205525097,0.131828525,0.210092828,0.02933522,0.291345287,20100
317,Hawaii,2016,-0.005228027693519176,0.388614525,39,0.496337213,0.213198353,0.170815725,0.239704821,0.021177314,0.277038998,28000
318,Idaho,2016,0.008989839368466222,0.289372839,36,0.50166831,0.198267524,0.152627232,0.182420951,0.022131255,0.294167449,20000
319,Illinois,2016,-0.01104413755613188,0.309636755,37,0.509116287,0.206122639,0.146417552,0.242548728,0.032854565,0.277618574,24100
320,Indiana,2016,0.0011644465790460676,0.285789967,37,0.508123936,0.200975026,0.149465714,0.180449938,0.024542394,0.28534236,22900
321,Iowa,2016,0.00029370443740571114,0.253557844,38,0.503521397,0.197854463,0.164375586,0.204373762,0.020170715,0.260049389,26000
322,Kansas,2016,-0.0015418327581279319,0.305793129,36,0.501931868,0.203499893,0.149656604,0.226145732,0.022802687,0.260932436,24750
323,Kentucky,2016,0.0020915777437066387,0.30421499,38,0.508774674,0.194803936,0.154625878,0.16591578,0.027231397,0.326768424,20000
324,Louisiana,2016,-0.0015148900549725973,0.328851311,36,0.510546032,0.211289955,0.144120277,0.161832989,0.032869282,0.319241911,18000
325,Maine,2016,0.004062715381095688,0.239434494,44,0.512229633,0.173412423,0.193027453,0.2309905,0.022809222,0.314184452,23500
326,Maryland,2016,-0.004705086544194818,0.314599962,38,0.516347439,0.202723302,0.145846377,0.281436037,0.028818836,0.255359849,30000
327,Massachusetts,2016,-0.004249827460900316,0.324096634,39,0.514124211,0.212447656,0.158025275,0.315411813,0.029179001,0.269657224,29900
328,Michigan,2016,-0.00013767411912823935,0.267030207,39,0.508445252,0.197627892,0.161902541,0.201540546,0.030579656,0.311943535,22000
329,Minnesota,2016,-0.001965166860130964,0.244991623,38,0.503053469,0.201153561,0.150640622,0.245197784,0.02083587,0.239898644,30000
330,Mississippi,2016,-0.004298801778906541,0.313699215,37,0.518267984,0.196348879,0.150353696,0.149136455,0.033732768,0.33751806,17000
331,Missouri,2016,0.0004905835551254588,0.305269161,38,0.507689151,0.197108157,0.16013852,0.201849992,0.024194978,0.295100771,23000
332,Montana,2016,0.005802866890530216,0.283294325,40,0.497154011,0.194568929,0.177837356,0.221889268,0.025083452,0.297148256,22250
333,Nebraska,2016,0.0019273520506987649,0.303177678,36,0.501790662,0.203542941,0.150127208,0.221029555,0.020188599,0.237397725,26600
334,Nevada,2016,0.009624550864174169,0.437373344,37,0.498549008,0.207737398,0.149969831,0.164238597,0.033385056,0.292224847,23000
335,New Hampshire,2016,0.004801179287284574,0.25395654,42,0.500007867,0.186610514,0.17014975,0.276038838,0.02230632,0.263088255,30000
336,New Jersey,2016,-0.009279151091293132,0.338150873,39,0.51157749,0.19259813,0.153750323,0.282034741,0.030952536,0.278442689,27000
337,New Mexico,2016,-0.0005300140362901051,0.306436042,37,0.505702265,0.201140789,0.163545193,0.187519552,0.035336122,0.329337847,18400
338,New York,2016,-0.009672806349193486,0.426047246,38,0.514203515,0.215713986,0.153485371,0.262024476,0.030592512,0.301552436,24000
339,North Carolina,2016,0.0070876579256590085,0.337391005,38,0.513915241,0.196995739,0.154373778,0.216580557,0.030874105,0.303958553,21000
340,North Dakota,2016,-0.010502632684903312,0.314200221,35,0.484609204,0.235374753,0.145692411,0.206295113,0.018383726,0.227818875,30000
341,Ohio,2016,-0.0015010401635185515,0.3100981,39,0.509436196,0.196123458,0.162456036,0.198630008,0.028590868,0.295272676,23200
342,Oklahoma,2016,-0.001031233478259657,0.333233254,36,0.504339043,0.208674722,0.150022645,0.174089813,0.027920045,0.306163712,20700
343,Oregon,2016,0.007544870963587205,0.355520323,39,0.503462714,0.205918214,0.168309,0.236253883,0.029183833,0.310435291,23000
344,Pennsylvania,2016,-0.0005554685925292686,0.274397897,40,0.510337778,0.196685024,0.174002542,0.227170559,0.029249637,0.309564043,24000
345,Rhode Island,2016,-0.002839953304324301,0.364381414,40,0.516501866,0.20985947,0.164014328,0.253654302,0.02849608,0.302028727,25000
346,South Carolina,2016,0.007351354142609939,0.298938203,39,0.514991477,0.197321411,0.167236666,0.196633461,0.030415316,0.315595937,21000
347,South Dakota,2016,0.0022477353614156065,0.281798917,36,0.496307141,0.204355171,0.159230878,0.201548551,0.021364509,0.244654251,26000
348,Tennessee,2016,-0.0018638793783852178,0.326352081,38,0.512274037,0.199811041,0.157226507,0.187734413,0.02731705,0.313671651,20200
349,Texas,2016,0.002998603988855944,0.353707386,34,0.503552397,0.217648779,0.120185176,0.193410119,0.026967767,0.272491372,21000
350,Utah,2016,0.006642195296315309,0.27066151,30,0.495452143,0.230125225,0.104552053,0.196853583,0.021470449,0.23372084,22000
351,Vermont,2016,-0.0039052191909350054,0.240820437,42,0.50660429,0.187467379,0.182718694,0.264659923,0.019934549,0.283742719,26000
352,Virginia,2016,-0.0016530840258049267,0.321091019,38,0.50830844,0.205825549,0.146072045,0.272719016,0.025055256,0.275872559,26300
353,Washington,2016,0.00859762792596478,0.344941136,37,0.501084111,0.213329583,0.148424122,0.250578897,0.0276014,0.289073271,26800
354,West Virginia,2016,-0.002355270743665004,0.259792191,42,0.505599907,0.181966925,0.187597414,0.156151323,0.035285309,0.379854863,19200
355,Wisconsin,2016,0.0007762286799443026,0.287198577,39,0.504172991,0.197099733,0.160138017,0.213700673,0.022059771,0.268154012,26000
356,Wyoming,2016,-0.0013481980677769387,0.278636586,37,0.493076869,0.203422368,0.149519813,0.183950156,0.030182698,0.267067008,24200
357,Alabama,2017,0.002039508755738585,0.291960383,38,0.514868977,0.195623281,0.164915841,0.180442595,0.026512966,0.351122427,19400
358,Alaska,2017,-0.01699205574263673,0.318444975,34,0.476271129,0.22832947,0.110786096,0.194607966,0.036011327,0.243801323,29440
359,Arizona,2017,0.013706048736655638,0.339976227,37,0.503302752,0.203263985,0.170683283,0.202737067,0.026559411,0.319000409,23000
360,Arkansas,2017,0.003073205996320945,0.326459693,38,0.507929856,0.195523785,0.165543214,0.164365227,0.025642425,0.329820899,20000
361,California,2017,-0.0036066097272078254,0.431339117,36,0.503127895,0.222077676,0.139310958,0.237677934,0.029887457,0.289920722,23000
362,Colorado,2017,0.005459257070322673,0.319346142,36,0.496890044,0.221987482,0.138500387,0.293449226,0.02300347,0.253668617,30000
363,Connecticut,2017,-0.004469609125121329,0.29376838,40,0.512071845,0.193278271,0.167230555,0.28389737,0.033014751,0.280278269,30000
364,Delaware,2017,0.0027498517219848514,0.270643981,40,0.516157469,0.197382578,0.181052021,0.231841104,0.027046414,0.322806332,25500
365,District of Columbia ,2017,-0.013047235265545451,0.513375179,34,0.527738871,0.310982287,0.121172036,0.432654343,0.03452733,0.250687348,40000
366,Florida,2017,0.005334796815905603,0.346017518,42,0.511276138,0.189039286,0.200853825,0.219435628,0.026453175,0.34283096,21200
367,Georgia,2017,0.0021270151136588734,0.350002335,36,0.513429227,0.203263492,0.134467067,0.213725285,0.028836041,0.28940889,21820
368,Hawaii,2017,-0.014180252727419795,0.365244218,39,0.49811984,0.208679559,0.17784115,0.23694991,0.01898023,0.281951163,29600
369,Idaho,2017,0.008387754918682107,0.281149695,36,0.49596696,0.194519562,0.153632357,0.180031603,0.019974455,0.294438429,21000
370,Illinois,2017,-0.011248534308179086,0.301921813,37,0.508929487,0.205168433,0.151874278,0.2457139,0.031838718,0.279449896,25000
371,Indiana,2017,0.0014433880556702812,0.27663872,37,0.50793392,0.20001341,0.153699411,0.188660617,0.023883358,0.289808721,23800
372,Iowa,2017,-0.0008178596490303267,0.239311876,38,0.505595396,0.196287898,0.166502581,0.206454757,0.019933808,0.258005265,27300
373,Kansas,2017,-0.004670253896260815,0.302263241,36,0.500894401,0.205536807,0.154514931,0.233341675,0.022863092,0.264819234,25000
374,Kentucky,2017,0.0009177167503111143,0.303233428,38,0.506831434,0.195027198,0.159159838,0.170395329,0.025831863,0.326453817,20200
375,Louisiana,2017,-0.006265892499940265,0.320304513,36,0.511509109,0.205979592,0.148606216,0.167161472,0.030728174,0.323833938,18700
376,Maine,2017,0.004990418025467222,0.225664661,44,0.509481573,0.1743557,0.198820726,0.246702053,0.021961858,0.315050374,25000
377,Maryland,2017,-0.0032010667532038177,0.303741943,38,0.514248014,0.202195342,0.14872797,0.287393445,0.027622127,0.25914642,30100
378,Massachusetts,2017,-0.004129937021011741,0.325241672,39,0.514194471,0.213455049,0.161608929,0.323023392,0.024550648,0.27610437,30000
379,Michigan,2017,-1.5013969077333489e-06,0.255175933,39,0.507806572,0.196833245,0.166927634,0.209405528,0.028784887,0.313849668,23700
380,Minnesota,2017,-0.001781928386619256,0.244255018,37,0.503142055,0.199475452,0.153733472,0.254942164,0.020990904,0.240375418,30000
381,Mississippi,2017,-0.0015427965083228933,0.304422439,37,0.514662377,0.191180255,0.155984384,0.150278476,0.030376998,0.342408431,18000
382,Missouri,2017,0.0017798437308768726,0.289842108,38,0.509060883,0.200115089,0.165155756,0.207442932,0.023044126,0.296144029,24000
383,Montana,2017,0.006863988228239165,0.276753867,39,0.500945746,0.196044143,0.180728477,0.225752099,0.016495112,0.291385093,24000
384,Nebraska,2017,0.002292127710942421,0.29826736,36,0.500753095,0.206138195,0.153417886,0.216099779,0.01843677,0.23363346,28000
385,Nevada,2017,0.011167244105357695,0.418387486,38,0.499055883,0.206153089,0.153265851,0.178306553,0.029658387,0.288865155,24200
386,New Hampshire,2017,0.0079619486870071,0.255206491,43,0.503229458,0.190042412,0.175726004,0.275539453,0.023250757,0.265642931,30000
387,New Jersey,2017,-0.008194694848702451,0.330135413,39,0.511632705,0.192491398,0.157178987,0.289684003,0.027668316,0.277683639,28340
388,New Mexico,2017,-0.0048767161802497384,0.29125173,37,0.502288716,0.200981768,0.167117482,0.188574617,0.029342886,0.340519235,18900
389,New York,2017,-0.008494621073143013,0.418722098,38,0.514013598,0.21523231,0.159570877,0.268428077,0.028107753,0.30031539,25000
390,North Carolina,2017,0.00665021785338956,0.322117398,38,0.513297861,0.197659319,0.158513149,0.223318839,0.026306724,0.302437582,22500
391,North Dakota,2017,-0.00043564199367037565,0.294608237,35,0.486495109,0.235360931,0.148395603,0.216529674,0.013888135,0.235771314,30000
392,Ohio,2017,-0.0007147525376080162,0.305666225,39,0.5103005,0.196495654,0.165934375,0.201543769,0.025837216,0.297409837,24300
393,Oklahoma,2017,0.0014024622892802908,0.326634297,36,0.50570587,0.205005821,0.152100403,0.174389396,0.025920764,0.305079748,20800
394,Oregon,2017,0.009328852991531182,0.341498551,39,0.504163392,0.204790942,0.170703895,0.243633496,0.025921508,0.307053773,24700
395,Pennsylvania,2017,-0.000443185852122413,0.270702587,40,0.509584252,0.195373298,0.177865325,0.233643228,0.0271399,0.307910086,25000
396,Rhode Island,2017,0.006020870454048085,0.338864462,39,0.515978555,0.211794772,0.1665152,0.247158702,0.0317108,0.285501949,26000
397,South Carolina,2017,0.0073023703501442945,0.295657823,39,0.51503343,0.194149156,0.172487132,0.20044726,0.027676311,0.320791725,21000
398,South Dakota,2017,-0.0017422326436284073,0.267845357,37,0.498069374,0.205751403,0.163238531,0.192740661,0.018449612,0.246579721,26600
399,Tennessee,2017,0.0052376853866949215,0.321935401,38,0.512943003,0.199757921,0.15954773,0.196377031,0.023897466,0.30872989,22000
400,Texas,2017,0.0018781561303150285,0.341085631,34,0.503472828,0.215822229,0.122218667,0.19852631,0.025067307,0.274191336,22000
401,Utah,2017,0.0028870419354470704,0.263622187,31,0.49652931,0.228465878,0.107973253,0.209676021,0.017481599,0.230344122,23700
402,Vermont,2017,0.0013763785571886539,0.25220594,42,0.504727759,0.197400173,0.189386153,0.27775524,0.023419925,0.290990079,26300
403,Virginia,2017,-0.0016755962060805117,0.308697382,38,0.508708008,0.207467751,0.150336599,0.278787771,0.023529815,0.275096635,28000
404,Washington,2017,0.007993991023719293,0.336984959,37,0.500666172,0.214657462,0.150523857,0.255582188,0.024928356,0.283558044,28900
405,West Virginia,2017,-0.0018398585223166758,0.252736311,42,0.506300882,0.176497378,0.192526174,0.148651023,0.029104715,0.389971787,18800
406,Wisconsin,2017,-0.00024652683173038634,0.29276697,39,0.503545088,0.19402904,0.165406576,0.218965874,0.018117903,0.269479006,27500
