,state,year,net total,pct_renters,median_age,pct_female,pct_age_20_34,pct_age_65_plus,pct_college_grads,pct_unemployed,pct_nilf,median_income
407,Wyoming,2017,-0.012584318796233195,0.271123655,37,0.488117863,0.199632324,0.156212078,0.188816102,0.026006577,0.266419823,26800
408,Alabama,2018,0.0021875900194576713,0.296861967,39,0.516341777,0.196585589,0.16952125,0.180177832,0.025368918,0.347992613,20000
409,Alaska,2018,-0.009679229578194948,0.299048869,35,0.485194688,0.222345472,0.118131965,0.203569656,0.036652573,0.244473434,30000
410,Arizona,2018,0.012786499521852814,0.336989584,38,0.502818042,0.205581815,0.175373826,0.208198927,0.025406999,0.320698345,24000
411,Arkansas,2018,0.0010647723603263298,0.31840004,38,0.511105655,0.19670452,0.167844185,0.163937521,0.020828681,0.333114232,20000
412,California,2018,-0.0049052077222639,0.429267201,36,0.502991136,0.221226788,0.143379593,0.243887859,0.02812566,0.28792047,24500
413,Colorado,2018,0.00585553894826827,0.314779888,36,0.497278759,0.221336465,0.142042649,0.301182991,0.021558181,0.25271334,30000
414,Connecticut,2018,-0.008355223545739823,0.301711188,41,0.512920187,0.191405016,0.171268507,0.292589985,0.029494789,0.279874268,30000
415,Delaware,2018,0.0009603216897690683,0.270456827,41,0.517254963,0.192053939,0.187932641,0.226683803,0.028668147,0.301459618,27010
416,District of Columbia ,2018,-0.01804026670095002,0.516925639,33,0.526073556,0.306546327,0.12085614,0.457414354,0.045197201,0.243772199,40500
417,Florida,2018,0.005149526079792535,0.334498722,42,0.511855657,0.188302211,0.20475339,0.22673789,0.025404279,0.339305307,22200
418,Georgia,2018,0.003920100428074905,0.33878763,36,0.513392826,0.205423274,0.138506912,0.222396745,0.023973345,0.291983393,23500
419,Hawaii,2018,-0.009423479217055358,0.378008027,39,0.499332273,0.205502182,0.184702332,0.24260907,0.018088816,0.28053328,29600
420,Idaho,2018,0.013585684072468324,0.268714428,36,0.498711669,0.19578351,0.160037464,0.185179295,0.021105251,0.29308269,22600
421,Illinois,2018,-0.007751853936357082,0.302024868,38,0.508065721,0.204719616,0.156245075,0.253996757,0.028717267,0.278975644,26000
422,Indiana,2018,0.0011862150409627618,0.273601222,37,0.507767476,0.20053414,0.157004805,0.18958131,0.022791958,0.28618334,25000
423,Iowa,2018,0.001028982915058263,0.247949635,38,0.503063706,0.195658311,0.171090048,0.203302763,0.019621405,0.259025172,28000
424,Kansas,2018,-0.0005423316018360186,0.29322963,37,0.50032423,0.201138928,0.158052694,0.230650762,0.0202328,0.263315256,25200
425,Kentucky,2018,0.0021355009291585923,0.297638395,39,0.508794195,0.198398219,0.164027767,0.179879071,0.023201583,0.326228705,21700
426,Louisiana,2018,-0.003030944329953149,0.319188417,37,0.511408423,0.204449678,0.154786138,0.17005767,0.029049923,0.323430497,20000
427,Maine,2018,0.007133664740534524,0.231150684,45,0.512092014,0.174113347,0.206522844,0.235471502,0.020242767,0.309624747,27000
428,Maryland,2018,-0.003338303314681306,0.291368057,38,0.515171981,0.200604926,0.153777489,0.294745179,0.026096866,0.259903904,32000
429,Massachusetts,2018,-0.0052381968370336825,0.325856245,39,0.514007931,0.214551685,0.164766523,0.330587058,0.026254249,0.273347312,30000
430,Michigan,2018,-0.0013969275475582636,0.255720862,39,0.507772325,0.19826189,0.171647818,0.214103061,0.025676389,0.312399015,24300
431,Minnesota,2018,-0.002208023048579439,0.24153284,38,0.500097751,0.201330594,0.158160878,0.26532374,0.018753813,0.244622565,31000
432,Mississippi,2018,-0.0028898207637529857,0.304986054,37,0.516291147,0.1965331,0.158837179,0.162430647,0.032617452,0.344903952,18000
433,Missouri,2018,-0.0037182410853791974,0.291944832,38,0.509833914,0.200753715,0.169349078,0.21254847,0.021230722,0.300335822,25000
434,Montana,2018,0.00732347745380188,0.288222309,40,0.49425071,0.189664927,0.190642047,0.223504549,0.018641539,0.293159686,25000
435,Nebraska,2018,-8.134299290386837e-05,0.287878615,36,0.502714501,0.199129411,0.15725809,0.2283125,0.016378751,0.242624664,27700
436,Nevada,2018,0.011981962637036412,0.405062695,38,0.498597083,0.204629461,0.157673102,0.176568486,0.028443589,0.292492862,25000
437,New Hampshire,2018,0.0032584184931555987,0.237825584,43,0.504659358,0.187730111,0.180900318,0.279398559,0.018912423,0.274916876,30000
438,New Jersey,2018,-0.008080701671131011,0.323063651,39,0.512274317,0.191111094,0.161710026,0.297167543,0.025203738,0.274026213,30000
439,New Mexico,2018,-0.006877088958513397,0.31054324,38,0.50363458,0.200016894,0.176338199,0.191337521,0.026898085,0.347689828,19100
440,New York,2018,-0.0104459488510613,0.417662251,39,0.514544031,0.213601134,0.164230052,0.276930515,0.025282147,0.302991591,26000
441,North Carolina,2018,0.007454640910037124,0.32347062,38,0.513598822,0.19786664,0.162528868,0.228689609,0.024340163,0.301291168,23800
442,North Dakota,2018,0.0007119261913443725,0.312236787,35,0.486603331,0.237615399,0.152249048,0.202340026,0.0141262,0.238824488,32000
443,Ohio,2018,-0.000816468163084498,0.30308889,39,0.509484713,0.196086776,0.170541588,0.208260069,0.0253492,0.295646362,25000
444,Oklahoma,2018,0.0022775001697391863,0.325620156,36,0.505571915,0.204973829,0.156570284,0.177657359,0.020839045,0.300970637,22000
445,Oregon,2018,0.0016978167156805266,0.343322246,39,0.503735283,0.204712659,0.176700242,0.250539228,0.02369215,0.306956358,26000
446,Pennsylvania,2018,0.0008880168003651268,0.270502832,40,0.510487497,0.195496546,0.181901076,0.235493704,0.024998477,0.3040163,25800
447,Rhode Island,2018,0.0010667480104737531,0.332309671,40,0.513117661,0.211109272,0.172291134,0.257385926,0.031537432,0.298054033,27200
448,South Carolina,2018,0.008614561719732416,0.291255706,39,0.514336483,0.192522925,0.176833309,0.202045307,0.024537939,0.320127723,22000
449,South Dakota,2018,-0.0023155884981472877,0.283220457,37,0.497224662,0.196629016,0.164852902,0.200977064,0.018786378,0.248427006,27000
450,Tennessee,2018,0.005145172266645775,0.311527605,38,0.512342079,0.199088185,0.162902123,0.197361008,0.027341023,0.308531893,22300
451,Texas,2018,0.0034165711493346768,0.343187799,34,0.50346976,0.214370888,0.125277103,0.203744637,0.024152071,0.27308687,22800
452,Utah,2018,0.0026183331149669635,0.258790518,31,0.495719693,0.227974711,0.110022919,0.215642315,0.016199399,0.235363267,25000
453,Vermont,2018,0.008376404820152832,0.247972614,43,0.505386405,0.191011003,0.195866511,0.294779331,0.019238415,0.284231653,27780
454,Virginia,2018,0.0011163274622561017,0.314392115,38,0.508276251,0.205306841,0.155159178,0.283227074,0.021016039,0.277388633,28400
455,Washington,2018,0.00474742785832415,0.33879851,37,0.499752176,0.217330665,0.154326449,0.26409196,0.022229046,0.284038637,30000
456,West Virginia,2018,-0.0014961752019243858,0.248537516,42,0.504541397,0.178601885,0.200397379,0.159795042,0.026828077,0.384426126,20000
457,Wisconsin,2018,0.0014496539403265445,0.283574046,39,0.503321884,0.192767849,0.168709474,0.219931546,0.015800108,0.272510101,28800
458,Wyoming,2018,-0.0007850458981539452,0.26452867,38,0.491940104,0.193475578,0.168735947,0.190998672,0.01873863,0.266939801,27000
459,Alabama,2019,0.0011759622838903722,0.282222474,39,0.515935662,0.194148497,0.174207174,0.187427152,0.022539023,0.338196703,21500
460,Alaska,2019,-0.02118422197732235,0.314522005,34,0.482634698,0.232630939,0.12736332,0.209786138,0.028367359,0.26829655,31100
461,Arizona,2019,0.010633065239047328,0.329781059,38,0.50224758,0.205472475,0.179414861,0.21443999,0.023783038,0.319235244,25000
462,Arkansas,2019,-0.001630226246746632,0.314383572,38,0.511570997,0.194206118,0.17306558,0.165078315,0.022407353,0.331277313,21100
463,California,2019,-0.004475179853453115,0.427294713,37,0.502718766,0.219374724,0.147685211,0.249605445,0.026080512,0.287329493,26000
464,Colorado,2019,0.006959071840176398,0.303517473,37,0.495078781,0.223325396,0.147130725,0.308488529,0.020473764,0.252495166,32000
465,Connecticut,2019,-0.0044211350177097465,0.30033038,41,0.510764772,0.192735115,0.176796987,0.296865862,0.02983154,0.276248167,31300
466,Delaware,2019,0.009569608865174797,0.268347361,41,0.515313772,0.192562058,0.194187709,0.248188473,0.021908799,0.306492127,30000
467,District of Columbia ,2019,0.00790063785214834,0.510794914,34,0.523995075,0.303004326,0.124256641,0.453097348,0.037917163,0.245940129,45000
468,Florida,2019,0.006427528619555766,0.329860357,42,0.511111389,0.187410527,0.209393243,0.230132532,0.022217424,0.335708739,24000
469,Georgia,2019,0.0027613034305558823,0.330624201,37,0.512703506,0.204278477,0.143525505,0.226013977,0.024419956,0.290925962,25000
470,Hawaii,2019,-0.013249330825150674,0.35775621,39,0.497848676,0.199354885,0.18990276,0.239790744,0.018513679,0.282366626,30850
471,Idaho,2019,0.013003965894742904,0.256154085,36,0.497797226,0.198258038,0.161410469,0.197799185,0.017454318,0.283039509,25000
472,Illinois,2019,-0.009260066999419057,0.292836996,38,0.509709851,0.204577464,0.161378148,0.261342312,0.024700081,0.279617428,28600
473,Indiana,2019,0.0012367849958283099,0.266036057,38,0.506942362,0.201546919,0.16088009,0.191393358,0.021581889,0.285388369,25800
474,Iowa,2019,-0.0007484363579192757,0.252177606,38,0.503861087,0.196668537,0.175484538,0.209278083,0.02004805,0.26432282,29590
475,Kansas,2019,0.0017660557661207214,0.290037737,37,0.50475335,0.200704421,0.164154293,0.227821649,0.018292227,0.266149821,28000
476,Kentucky,2019,-0.0002834848630402405,0.297178643,39,0.506958992,0.194208036,0.169175094,0.181953558,0.02226864,0.328536802,22900
477,Louisiana,2019,-0.006097311316523621,0.308576375,37,0.511971277,0.203429104,0.159453828,0.176729276,0.025353672,0.323660502,20500
478,Maine,2019,-0.0016644659843980149,0.232780246,44,0.513854213,0.178984416,0.213101802,0.252292793,0.017491289,0.316055801,27000
479,Maryland,2019,-0.006958868253913803,0.30046678,39,0.515501482,0.197770474,0.159039843,0.297077417,0.025577437,0.260315961,34000
480,Massachusetts,2019,-0.005097661383964652,0.324714403,39,0.513664484,0.21472098,0.169966847,0.33584853,0.022145076,0.268338657,34000
481,Michigan,2019,-0.0020883895888402,0.248780773,39,0.507824634,0.198113781,0.176731678,0.219474455,0.025439335,0.308946448,25700
482,Minnesota,2019,-0.0013827315821334785,0.236211866,38,0.503434621,0.199102175,0.1632509,0.267709666,0.016936211,0.243820164,34900
483,Mississippi,2019,0.0004808620094725706,0.303327891,38,0.517837313,0.190598656,0.163878892,0.153091125,0.029737422,0.339896961,19000
484,Missouri,2019,0.0025868268060108557,0.286182583,38,0.509850706,0.198505954,0.172744674,0.217780966,0.019255623,0.30066536,25400
485,Montana,2019,0.0013272002896367735,0.265094341,40,0.498119348,0.187744321,0.195382016,0.237155892,0.020935124,0.298716852,25000
486,Nebraska,2019,-0.0033539490323239683,0.290726155,36,0.501316165,0.20135566,0.162278072,0.235428617,0.017573852,0.239045744,30000
487,Nevada,2019,0.008498456345731382,0.409423743,38,0.499811698,0.205277914,0.16150156,0.183697514,0.025937972,0.292648165,26200
488,New Hampshire,2019,0.005672301966701411,0.230937309,42,0.506007527,0.186293264,0.185159935,0.285758518,0.016502772,0.280017592,32600
489,New Jersey,2019,-0.009077412962991572,0.329333757,40,0.510610784,0.190470819,0.166315515,0.303342081,0.024195046,0.274588362,32000
490,New Mexico,2019,-0.0074940743149991655,0.29942642,38,0.505994051,0.196303084,0.180380947,0.19943591,0.023660966,0.333426808,21000
491,New York,2019,-0.009549961627030371,0.415644365,39,0.51385497,0.212688515,0.169418802,0.283115672,0.023342307,0.297577755,29400
492,North Carolina,2019,0.005503530409950375,0.319844216,39,0.513944873,0.198923273,0.166890635,0.23087439,0.022541295,0.30360245,24800
493,North Dakota,2019,0.008477298050842123,0.323918526,35,0.491086027,0.23950151,0.157741759,0.208683808,0.012089568,0.229259562,31900
494,Ohio,2019,0.0010460567582638546,0.298895125,39,0.509202762,0.195931765,0.174840407,0.211876021,0.023609089,0.293442866,26600
495,Oklahoma,2019,0.003989413361283715,0.320587136,36,0.504980704,0.206856204,0.159250346,0.181054397,0.02129078,0.30546471,23900
496,Oregon,2019,0.0031706365407287197,0.333669691,39,0.505367689,0.204686067,0.181994752,0.252319194,0.025051586,0.306643823,28000
497,Pennsylvania,2019,0.0007340818809754429,0.269339163,40,0.51073095,0.195221539,0.186734421,0.241030202,0.024211472,0.303213899,28000
498,Rhode Island,2019,0.00342361174089878,0.324680633,40,0.511850068,0.208436029,0.176925524,0.259815115,0.021851852,0.288656086,29990
499,South Carolina,2019,0.008833034676574668,0.277613012,39,0.517611194,0.192403385,0.182026036,0.212545113,0.022767821,0.321800356,24000
500,South Dakota,2019,-0.0008428737349250696,0.25792537,37,0.492685882,0.190968497,0.174778078,0.209593753,0.017500528,0.2528251,29250
501,Tennessee,2019,0.00574290965380846,0.306811483,38,0.512437375,0.202702113,0.166414855,0.207923682,0.022958413,0.307107858,24300
502,Texas,2019,0.0035425241631342128,0.342050135,35,0.503756723,0.214626277,0.128977009,0.208501476,0.021891316,0.270123746,24000
503,Utah,2019,0.002066695342723298,0.247317027,31,0.498063917,0.230768463,0.113791884,0.218493193,0.015549798,0.225701335,26000
504,Vermont,2019,-0.0024511013335018483,0.240449752,42,0.504145105,0.193828737,0.200537189,0.291609307,0.019941057,0.288356045,30000
505,Virginia,2019,-0.0016464668270875782,0.304131125,38,0.507837778,0.201909222,0.159282874,0.285739742,0.020647251,0.27355302,30000
506,Washington,2019,0.003933877743785716,0.333806266,37,0.499602818,0.216646117,0.158663687,0.267076241,0.023756867,0.278612582,32000
507,West Virginia,2019,-0.000571961216875555,0.236513523,42,0.505733068,0.177603735,0.204374418,0.161903572,0.024707237,0.379980548,21500
508,Wisconsin,2019,0.001023957949565349,0.286183579,39,0.504723626,0.193391114,0.17483324,0.22617414,0.016939995,0.273702888,30000
509,Wyoming,2019,0.011548407326138155,0.251498465,38,0.487747059,0.192062672,0.172081989,0.201854312,0.019578097,0.286620165,29630
510,Alabama,2021,0.00213629267946722,0.268539093,39,0.514889153,0.190898706,0.175516783,0.19765899,0.024601592,0.338607073,23000
511,Alaska,2021,-0.014511584452257358,0.266585503,35,0.474311187,0.2146087,0.132426062,0.218228323,0.030440592,0.268784301,33400
512,Arizona,2021,0.011815939429365634,0.300583977,38,0.500732651,0.203971213,0.18365585,0.231404738,0.027678292,0.317245705,28000
513,Arkansas,2021,0.004467345331018627,0.302621278,38,0.506124642,0.194079364,0.173413054,0.177670974,0.025120535,0.329004581,23000
514,California,2021,-0.010376359215288277,0.411738277,37,0.499962001,0.213142106,0.152012792,0.259287235,0.041686371,0.293955227,27600
515,Colorado,2021,0.0004448379297297758,0.289232285,37,0.493422394,0.219461779,0.15165546,0.322440597,0.0287414,0.259658308,35000
516,Connecticut,2021,0.0026047557556634,0.285691662,41,0.509335902,0.190071991,0.180347942,0.311367854,0.03700885,0.283547218,32900
517,Delaware,2021,0.0057084379092111545,0.243579726,41,0.516103506,0.18457141,0.19855509,0.25601664,0.028858343,0.315121628,30000
518,District of Columbia ,2021,-0.007754978787764405,0.502478919,34,0.522816208,0.286487576,0.127611372,0.474127304,0.048888889,0.242683382,50000
519,Florida,2021,0.009151318804273383,0.311535059,42,0.50829025,0.182842918,0.211154262,0.249546672,0.026963571,0.337512915,25100
520,Georgia,2021,0.005784415323567996,0.305111891,37,0.511631116,0.202228682,0.146824048,0.242248901,0.02759009,0.294379978,25500
521,Hawaii,2021,0.007930460244395976,0.340948269,40,0.495584276,0.197172078,0.195965046,0.265582327,0.03799236,0.296249947,30000
522,Idaho,2021,0.02017710277242938,0.255739449,37,0.498091716,0.19241863,0.16565479,0.211159526,0.016336801,0.287020568,26400
523,Illinois,2021,-0.011456973860955498,0.277731651,38,0.505502874,0.197096327,0.166150349,0.270650467,0.037870826,0.286139752,30000
524,Indiana,2021,0.001514241412732785,0.245428105,38,0.503907076,0.199507933,0.164073532,0.206291228,0.024250568,0.291325356,28000
525,Iowa,2021,0.0012592320706852414,0.228245527,38,0.499308974,0.191759114,0.177700896,0.214598198,0.018576427,0.26880168,30800
526,Kansas,2021,0.005268326047569966,0.283424692,37,0.498148288,0.197871792,0.166395078,0.249824336,0.020524899,0.275439569,28700
527,Kentucky,2021,0.0031852618586973615,0.274339301,39,0.50552979,0.194683144,0.170439975,0.197036453,0.026832874,0.328220156,24000
528,Louisiana,2021,-0.004659945765850791,0.300030039,38,0.510497623,0.197856337,0.166108822,0.186336558,0.035655779,0.330507237,21000
529,Maine,2021,0.017810507404637896,0.205815717,44,0.508451467,0.177532908,0.217322392,0.275389197,0.026619843,0.324795026,30000
530,Maryland,2021,-0.0042398588809015245,0.283449057,39,0.512835984,0.193046407,0.162681916,0.309052901,0.031419781,0.268480189,36000
531,Massachusetts,2021,-0.00743493599078995,0.310652978,39,0.51221702,0.208756883,0.174409923,0.348513463,0.0369442,0.275036247,35000
532,Michigan,2021,-0.0015110056490640015,0.225878787,40,0.504940746,0.196134919,0.181577984,0.230403895,0.033571918,0.31971231,27800
533,Minnesota,2021,-0.00823298361702849,0.216778773,38,0.499953569,0.191546574,0.168798347,0.277307841,0.027128512,0.250602289,35300
534,Mississippi,2021,0.0008201141978701927,0.283181326,38,0.513715247,0.188500881,0.168364031,0.174203423,0.028541695,0.345137993,20000
535,Missouri,2021,0.0028332696747700274,0.26489064,39,0.50750261,0.193409506,0.175894959,0.230510197,0.023709236,0.29575222,28000
536,Montana,2021,0.012471867240911382,0.267088423,39,0.491292445,0.196527845,0.196568596,0.259147438,0.021488385,0.309021065,28000
537,Nebraska,2021,-0.005071443726083775,0.266456756,37,0.499825838,0.199607678,0.164589457,0.243541248,0.014823099,0.242648032,31200
538,Nevada,2021,0.012496812652865646,0.383741875,38,0.495666495,0.201847906,0.164973119,0.200719086,0.048625139,0.296913064,27800
539,New Hampshire,2021,0.006186404395695136,0.225037293,42,0.500043197,0.191994626,0.192105498,0.304877206,0.021122512,0.280760436,36000
540,New Jersey,2021,-0.005453509802596349,0.315973338,40,0.508332461,0.187694464,0.168812674,0.318860208,0.042471078,0.277889487,33000
541,New Mexico,2021,0.0047588366058217806,0.271820621,39,0.503998106,0.194007969,0.184337275,0.214357451,0.035563031,0.345543715,22400
542,New York,2021,-0.014173650804805718,0.397328119,39,0.511284406,0.202763039,0.17532165,0.297946507,0.044819263,0.305227846,30000
543,North Carolina,2021,0.009199530811679141,0.298970673,39,0.511392584,0.196450685,0.170492501,0.252620612,0.028127329,0.305665006,26000
544,North Dakota,2021,0.007970713251185223,0.300516938,35,0.484237652,0.227350738,0.159272622,0.223153037,0.012846023,0.245971343,33000
545,Ohio,2021,-0.0004803108950218078,0.28518694,39,0.507146127,0.19528291,0.178557892,0.222446793,0.02738086,0.300138022,28100
546,Oklahoma,2021,0.009171475810008285,0.31258436,37,0.500697956,0.2012126,0.161910321,0.196162733,0.028698109,0.308090098,24000
547,Oregon,2021,0.001876076310434599,0.319317359,40,0.500397889,0.199749656,0.186026888,0.269806213,0.032503524,0.316051816,30000
548,Pennsylvania,2021,7.947434183532692e-05,0.251926712,40,0.506010387,0.191435072,0.190191789,0.257237627,0.032409456,0.305989036,30000
549,Rhode Island,2021,0.009874791656303842,0.313114156,40,0.51127591,0.205508347,0.182407974,0.273854748,0.042008561,0.288496819,30200
550,South Carolina,2021,0.014980583975425097,0.258706091,40,0.514105887,0.190334454,0.186105934,0.229135541,0.026580782,0.328423018,25000
551,South Dakota,2021,0.0017175022375543122,0.272000813,37,0.491196994,0.191350896,0.175037079,0.217420391,0.014001939,0.264226426,30400
552,Tennessee,2021,0.009810786599295573,0.296495966,39,0.510451716,0.198442257,0.170365285,0.22213829,0.025803351,0.311642159,25230
553,Texas,2021,0.004767036327849248,0.326309376,35,0.50076116,0.21160893,0.13197781,0.226507564,0.030725204,0.274902947,25000
554,Utah,2021,0.006405832371345559,0.250058494,31,0.492425198,0.230402564,0.116340296,0.227447479,0.017809301,0.234873239,29000
555,Vermont,2021,0.02197930040485469,0.22430875,42,0.504423997,0.188724693,0.206048918,0.329307434,0.021173537,0.314264913,32200
556,Virginia,2021,-0.0005311789478857284,0.283521444,38,0.504934812,0.200269744,0.16252528,0.300624697,0.024249752,0.281168012,31600
557,Washington,2021,-0.005753966014238221,0.316331365,38,0.49647757,0.213070503,0.16184027,0.285090943,0.030591216,0.291732117,34800
558,West Virginia,2021,0.004282579205426813,0.211596565,43,0.501972844,0.176722516,0.207585817,0.179073103,0.02653342,0.389619728,21400
559,Wisconsin,2021,0.001702502014633591,0.267867647,40,0.498369038,0.190953794,0.178806555,0.236549146,0.017844919,0.282333951,32000
560,Wyoming,2021,-0.013128496010749086,0.242972134,39,0.487305698,0.182600989,0.181104797,0.205479239,0.018576269,0.281354796,29550
561,Alabama,2022,0.007033433111862601,0.262386743,39,0.514935471,0.197486903,0.179742963,0.204721404,0.02093453,0.335337946,25000
562,Alaska,2022,0.00468914308683388,0.282407035,35,0.471371338,0.22758161,0.133983476,0.21615141,0.021613096,0.269608211,36200
563,Arizona,2022,0.010216105148137741,0.299981234,38,0.50062269,0.208886513,0.187932868,0.236533551,0.020865592,0.317770132,30000
564,Arkansas,2022,0.0038071033879183945,0.292770281,38,0.505689614,0.195647741,0.177166222,0.18054187,0.022024292,0.33604136,24500
565,California,2022,-0.00882872846349828,0.407106018,37,0.499384002,0.214532082,0.157980245,0.266855203,0.026979958,0.291296815,30000
566,Colorado,2022,-0.0017946609196226523,0.287559123,37,0.492960185,0.22460199,0.156947194,0.335015546,0.019772511,0.254111782,38000
567,Connecticut,2022,0.015185296738986373,0.279743147,40,0.510088095,0.193222942,0.183234814,0.315329939,0.025094279,0.280179692,35700
568,Delaware,2022,0.011794508362340313,0.239200665,41,0.515571546,0.185843228,0.209054238,0.269297012,0.022351816,0.307018095,35000
569,District of Columbia ,2022,-0.00661218735356936,0.517812513,34,0.524717812,0.287923692,0.13045491,0.497732222,0.030154673,0.236101953,54500
570,Florida,2022,0.01076575957530302,0.310799866,42,0.507818875,0.185233032,0.215519134,0.258335029,0.019488265,0.334868162,28000
571,Georgia,2022,0.006607981276622887,0.309317361,37,0.512867735,0.206799381,0.150573964,0.244459939,0.020808172,0.287621522,28800
572,Hawaii,2022,-0.007771345462148388,0.340527956,40,0.497314949,0.191476716,0.20522901,0.259480654,0.017423323,0.301848498,33700
573,Idaho,2022,0.00855403160562846,0.24989157,37,0.495334014,0.201627306,0.169959975,0.219543453,0.013820291,0.295583933,29000
574,Illinois,2022,-0.009198757016532128,0.274368401,39,0.50489746,0.201847921,0.172110594,0.276328657,0.024105089,0.283507227,32000
575,Indiana,2022,0.0016088445811348398,0.248547461,38,0.503103964,0.202093008,0.16941764,0.209930957,0.017924387,0.288160301,30000
576,Iowa,2022,0.0005005855934749094,0.22542358,38,0.498779728,0.1995337,0.184004647,0.233450408,0.014729808,0.269107772,33000
577,Kansas,2022,0.0031059600598289175,0.270205471,37,0.499236335,0.201429617,0.172877449,0.246658836,0.018309245,0.273895783,30600
578,Kentucky,2022,0.005338489665973393,0.269034042,39,0.505463499,0.197678794,0.174778329,0.202447748,0.021648779,0.322266422,26000
579,Louisiana,2022,-0.006683743063654966,0.290728526,38,0.50960723,0.197419482,0.169787164,0.190601321,0.025683401,0.32276192,23400
580,Maine,2022,0.004858774328927326,0.213787229,45,0.504772114,0.179201496,0.22622894,0.277264787,0.015221534,0.324782364,32000
581,Maryland,2022,-0.010688595783069577,0.280264443,39,0.512621621,0.191584937,0.169180295,0.319812447,0.021042036,0.266251829,38200
582,Massachusetts,2022,-0.006440984711005869,0.316160014,40,0.509901927,0.209182389,0.18026836,0.352820277,0.022394956,0.276136376,38000
583,Michigan,2022,-0.0010545896682498251,0.225802706,40,0.504606484,0.199649536,0.186709186,0.235314753,0.024059015,0.311582543,30000
584,Minnesota,2022,-0.0024870305259929865,0.221437337,38,0.49741761,0.196908653,0.173577586,0.285619109,0.018185176,0.256389509,37200
585,Mississippi,2022,0.00338789836619598,0.274266111,38,0.51458186,0.190754805,0.174650015,0.173189159,0.022941732,0.339599879,22000
586,Missouri,2022,0.0009455778378643191,0.271316068,39,0.507193721,0.198256317,0.180138839,0.234829249,0.018683199,0.297489607,30000
587,Montana,2022,0.00831381606060383,0.262630392,40,0.494389808,0.198444696,0.201033604,0.251344995,0.017007357,0.299788844,29710
588,Nebraska,2022,-0.00029404385158931373,0.283729597,37,0.499496169,0.197904085,0.169642816,0.243846939,0.013015245,0.244387103,33400
589,Nevada,2022,0.0038936303237044473,0.377260546,39,0.496719085,0.203102992,0.169549609,0.197222456,0.027902883,0.297787569,30000
590,New Hampshire,2022,0.001918012585854105,0.229425808,43,0.501540605,0.192377463,0.201712118,0.314023269,0.01543257,0.286503812,39000
591,New Jersey,2022,-0.009996620517154615,0.311321497,40,0.506788009,0.189305763,0.17386594,0.321814604,0.026805773,0.274814804,36000
592,New Mexico,2022,0.0062105257900538155,0.250678072,39,0.503657237,0.197892061,0.191435942,0.217159629,0.022049416,0.334505883,25000
593,New York,2022,-0.012384639291999558,0.405434455,39,0.510960809,0.206371695,0.181130337,0.300926592,0.026019011,0.305040145,31000
594,North Carolina,2022,0.007429782345789369,0.293305815,39,0.511292159,0.202068273,0.174221582,0.26035527,0.019318583,0.301106938,30000
595,North Dakota,2022,0.0074734944229921454,0.288569555,36,0.487151288,0.219550318,0.167543352,0.22512868,0.01026742,0.2512098,35100
596,Ohio,2022,0.00026671667685359765,0.27823153,39,0.505949103,0.196167457,0.184392762,0.233920078,0.019127585,0.297814795,30000
597,Oklahoma,2022,0.007777373842920061,0.306475447,37,0.502254092,0.205398527,0.164743768,0.197177472,0.020262202,0.309068362,25000
598,Oregon,2022,-0.006887600992084544,0.331128923,40,0.499485984,0.201412124,0.192076813,0.272586004,0.022335127,0.308928462,31600
599,Pennsylvania,2022,-0.001315100253150063,0.255516956,40,0.507181618,0.193245024,0.196058544,0.261434005,0.02177558,0.305999426,31000
600,Rhode Island,2022,0.0007373200502698574,0.304539312,40,0.509460253,0.209381806,0.188318183,0.29874997,0.02477202,0.296929601,35000
601,South Carolina,2022,0.01198859743147622,0.250389862,40,0.512631956,0.191726892,0.190360907,0.237582994,0.021211767,0.319932064,28000
602,South Dakota,2022,0.0025615305099119245,0.2454123,38,0.492935996,0.188793657,0.182233047,0.22657459,0.013306969,0.26825408,33000
603,Tennessee,2022,0.0059234769689459135,0.296821639,39,0.509122026,0.203371161,0.172567792,0.225384002,0.017575102,0.304248456,28500
604,Texas,2022,0.005638947135700852,0.322591777,35,0.500018582,0.215397709,0.134518467,0.233106319,0.022208009,0.269726388,28000
605,Utah,2022,-0.0053931098316589016,0.242476041,32,0.492301526,0.233445043,0.119827556,0.242003668,0.013573119,0.227590807,31000
606,Vermont,2022,0.004262469991306722,0.205168268,42,0.503940878,0.186754324,0.215022007,0.336459763,0.015727965,0.292756203,35000
607,Virginia,2022,-0.0019382697257352803,0.286809566,39,0.504631652,0.201767604,0.168413538,0.305527453,0.018234909,0.281425751,35000
608,Washington,2022,-0.001434034029162326,0.311719331,38,0.494803351,0.215429117,0.167927939,0.291626818,0.020965513,0.285837422,37500
609,West Virginia,2022,0.00160830966437275,0.225602708,42,0.503337171,0.180036571,0.212302468,0.182854915,0.020029226,0.385447251,24000
610,Wisconsin,2022,-0.0002369224662154834,0.266514825,40,0.497576681,0.194232062,0.186628718,0.243990239,0.014319634,0.281603737,34200
611,Wyoming,2022,0.0030761101456466475,0.225931016,39,0.485530143,0.187233501,0.185819626,0.214515094,0.019130312,0.274348491,31200
612,Alabama,2023,0.0037568618176322018,0.261785921,39,0.515725262,0.190960382,0.182678838,0.206974772,0.020058068,0.333865261,27000
613,Alaska,2023,-0.007061359171135331,0.279463217,36,0.468053166,0.218711055,0.139310287,0.21766525,0.028360826,0.258902981,39200
