state,year,net in,net out,net total,pct_renters,median_age,pct_female,pct_age_20_34,pct_age_65_plus,pct_college_grads,pct_unemployed,pct_nilf,median_income,home_value
New Hampshire,2010,0.030192542939644827,0.029583865895308908,0.0006086770443359188,0.243639117,41,0.50764111,0.173766802,0.136450937,0.241542302,0.043773386,0.243954285,25040,217675.4896395068
New Jersey,2010,0.014623419032040775,0.02224468928857637,-0.007621270256535594,0.300380362,39,0.513443996,0.186941637,0.135247313,0.250760655,0.0570422,0.263923112,25000,309933.67052785313
New Mexico,2010,0.036088860821681654,0.02513040276505181,0.010958458056629844,0.298262963,36,0.506716097,0.197011325,0.133585713,0.165228091,0.044629736,0.308884804,16800,177168.85556624515
New York,2010,0.014053212000302942,0.01899373415310224,-0.0049405221527992985,0.414435732,38,0.516086786,0.209591259,0.135305008,0.234784012,0.050210076,0.295165969,20404,266102.7396471749
North Carolina,2010,0.02787842846553002,0.02218907244050215,0.005689356025027872,0.307824101,37,0.513014302,0.199914073,0.129835012,0.182509482,0.062128369,0.283853008,18600,160893.34871709152
North Dakota,2010,0.045218687185835285,0.03724908286511719,0.007969604320718096,0.275365864,36,0.4910074,0.22391879,0.143911259,0.204022541,0.018504105,0.241226451,23000,167335.82992794702
Ohio,2010,0.015136472706379364,0.016511717546904305,-0.0013752448405249407,0.28690142,38,0.511748081,0.188588304,0.140947846,0.172829104,0.058094871,0.283567908,20000,118778.11370749712
Oklahoma,2010,0.02866077329274777,0.02459092244996319,0.0040698508427845816,0.298379563,36,0.506951375,0.205682428,0.135421945,0.152941674,0.039176681,0.288086882,18000,114181.69425362172
Oregon,2010,0.03075902844696163,0.026666776685808222,0.004092251761153409,0.349300344,38,0.504129637,0.203178884,0.139050008,0.203756906,0.064204418,0.291808687,19800,228562.53586305628
Pennsylvania,2010,0.018730190406641038,0.016782073248738545,0.0019481171579024924,0.253795744,40,0.513658698,0.187883676,0.154757062,0.194799377,0.049303953,0.298952763,20400,165421.31559878014
Rhode Island,2010,0.030759709855695424,0.02434345464728922,0.006416255208406205,0.33425651,39,0.516451924,0.197444928,0.143882624,0.217144116,0.056602519,0.290157719,20600,234639.19765412863
South Carolina,2010,0.03330297402520514,0.0259740116282024,0.007328962397002741,0.300570799,37,0.51444769,0.198088912,0.136763013,0.171977641,0.062767562,0.302881256,17300,149405.74092273114
South Dakota,2010,0.03199663363190403,0.034646331882444495,-0.0026496982505404623,0.269380241,37,0.497773935,0.195073139,0.144707109,0.192083413,0.034894417,0.24381754,21600,148449.89348258908
Tennessee,2010,0.02543139850885908,0.02292365806073236,0.002507740448126721,0.300836399,38,0.513575413,0.195958028,0.135508881,0.161028565,0.055111794,0.302289151,17120,142584.38154185636
Texas,2010,0.01954120785611514,0.016697981729051445,0.0028432261270636937,0.330476198,33,0.504133489,0.215119392,0.103733388,0.169459385,0.043408166,0.263018768,18000,142288.53561256905
Utah,2010,0.028552926803481857,0.02793069699736041,0.0006222298061214458,0.271199859,29,0.496995284,0.242990647,0.090238357,0.173173192,0.045354369,0.22571871,18910,210192.8954803373
Vermont,2010,0.03637446860726262,0.030013700486783684,0.006360768120478939,0.229052975,41,0.507562784,0.180810275,0.146403924,0.243954885,0.048142054,0.256038725,23000,217976.61304997283
Virginia,2010,0.032721526640593544,0.029536323189773186,0.0031852034508203578,0.297934967,37,0.50867462,0.205233346,0.12210427,0.240495216,0.040508725,0.265028599,24000,225950.54536531633
Washington,2010,0.028790685811417884,0.02525999267262282,0.0035306931387950637,0.334201251,37,0.501927349,0.207721526,0.123599302,0.217440414,0.054149487,0.276511099,23000,266931.9125221118
West Virginia,2010,0.02160253281229974,0.02681075407385032,-0.005208221261550582,0.226132204,41,0.507728538,0.182802015,0.161475383,0.128287737,0.039160764,0.37125244,16200,98983.05752252496
Wisconsin,2010,0.016550196720868347,0.019769403169822265,-0.003219206448953918,0.269527207,38,0.503696947,0.193472835,0.136871475,0.184213731,0.04743679,0.250380466,22050,167714.57189230362
Wyoming,2010,0.05035604376663064,0.050780553278503934,-0.0004245095118732972,0.293808242,36,0.492066754,0.207036814,0.124081423,0.169168763,0.031770187,0.254521135,24000,200140.56982047143
Alabama,2011,0.02480908389350424,0.022630590559548056,0.0021784933339561822,0.287406772,38,0.517731545,0.197525787,0.140097111,0.155871648,0.052548337,0.326125295,16300,121616.246143643
Alaska,2011,0.049277910899739034,0.11675626521872252,-0.0674783543189835,0.331837591,34,0.482208828,0.223955955,0.082037531,0.169346827,0.04303615,0.212868643,29000,247475.50180272307
Arizona,2011,0.034812015242644795,0.03336905243145604,0.001442962811188754,0.356415923,36,0.502215733,0.204264401,0.142204287,0.17747414,0.052047935,0.310245191,18000,142444.2842910287
Arkansas,2011,0.02402952970998737,0.0265856238787966,-0.0025560941688092323,0.313614903,37,0.50538074,0.197957508,0.145808054,0.141277388,0.043506778,0.318301118,16600,119072.34382965532
California,2011,0.012584478741696124,0.01517925114276337,-0.002594772401067246,0.432700177,35,0.502460714,0.219413756,0.116677711,0.20548878,0.06152617,0.283038971,18000,297358.68699460215
Colorado,2011,0.04003689850514307,0.03230617361820375,0.007730724886939315,0.330178495,36,0.498113468,0.215985746,0.112659172,0.254172924,0.049625,0.243360103,23800,221772.9005883387
Connecticut,2011,0.020148974248640403,0.025733762459572103,-0.0055847882109316994,0.286151709,40,0.513123239,0.182414432,0.143557882,0.259177722,0.055998128,0.256068281,25200,248514.36916299324
Delaware,2011,0.037798140187051306,0.030084692629131687,0.0077134475579196185,0.266844516,39,0.5155473,0.194842003,0.148094826,0.199896377,0.045335038,0.296157683,23400,231653.32494401222
District of Columbia,2011,0.07858955409347164,0.0820781964318133,-0.0034886423383416604,0.522784937,33,0.526437064,0.315751235,0.111999107,0.39678574,0.064239898,0.276333504,30000,376010.6526454868
Florida,2011,0.02643121153641857,0.023463067438568717,0.002968144097849852,0.326762601,41,0.510795988,0.189297602,0.176318541,0.18727221,0.060248956,0.327935943,18000,133887.46578856642
Georgia,2011,0.02794648870669151,0.02583542502508629,0.00211106368160522,0.339334767,35,0.510263968,0.206822676,0.109429752,0.185134908,0.057962489,0.282622481,17000,126794.03266227803
Hawaii,2011,0.0423786608690785,0.046030996979076484,-0.003652336109997982,0.384450215,38,0.500195663,0.210743303,0.148520159,0.209115441,0.035164132,0.278479935,24000,423079.0989905742
Idaho,2011,0.038685924994085165,0.037291195806022075,0.0013947291880630902,0.301775727,34,0.497345401,0.202170368,0.127988593,0.166469714,0.046211794,0.273892813,18000,149696.66638743496
Illinois,2011,0.016999305415884795,0.02118275139063777,-0.004183445974752974,0.294621314,36,0.509939306,0.207517232,0.127262494,0.216798729,0.05689605,0.269906138,20030,154733.3738447308
Indiana,2011,0.019864986939105864,0.022271258479733307,-0.0024062715406274436,0.26978457,37,0.508077433,0.198028149,0.131728905,0.156543074,0.048915884,0.281355063,20000,113194.15704133989
Iowa,2011,0.023253486619295455,0.02468739056640592,-0.0014339039471104632,0.23869505,38,0.50587155,0.198572384,0.149545,0.180032453,0.032867029,0.253184444,22800,119399.11296070165
Kansas,2011,0.02951738857926922,0.03329097435661781,-0.003773585777348591,0.281440967,36,0.50367298,0.202414429,0.133008131,0.20529472,0.04016177,0.246174298,21100,117799.96549851795
Kentucky,2011,0.025491990009028572,0.023129970458346548,0.002362019550682024,0.285059629,38,0.508918935,0.197397511,0.135917513,0.144840109,0.047878681,0.322750996,17000,108486.9697387688
Louisiana,2011,0.02193984060209413,0.019284019559941405,0.002655821042152725,0.308327337,35,0.510264193,0.214433916,0.125070276,0.143922973,0.045841206,0.303669902,16500,156814.2645782285
Maine,2011,0.02570082981654967,0.025723862583368607,-2.3032766818937428e-05,0.244544447,43,0.510675447,0.168872931,0.164049818,0.212190594,0.04393881,0.294248254,20000,180551.93163465997
Maryland,2011,0.026736703230911426,0.028816102558443746,-0.00207939932753232,0.297250188,38,0.516509562,0.20160222,0.125356687,0.260471984,0.04913466,0.246548001,27000,250794.349424919
Massachusetts,2011,0.02146259042706764,0.022576573135318904,-0.0011139827082512661,0.32040083,39,0.516040292,0.202182273,0.139623374,0.282002102,0.051939147,0.262863839,24660,306747.2920372206
Michigan,2011,0.014248394575211328,0.019089190598052915,-0.004840796022841588,0.254242857,39,0.509423222,0.189504006,0.140545334,0.18079923,0.063589622,0.308236468,18200,97433.2232376582
Minnesota,2011,0.019143964683649626,0.019648932775199333,-0.0005049680915497068,0.229557139,37,0.50375267,0.201540695,0.131947304,0.229259657,0.041223149,0.232344489,25000,163492.1339755952
Mississippi,2011,0.023279140719689055,0.023367547053090597,-8.840633340154169e-05,0.293043976,36,0.513483243,0.196821097,0.129519371,0.134925426,0.0511309,0.322780973,15000,114179.35098194802
Missouri,2011,0.025166995178090016,0.023448409061260587,0.0017185861168294292,0.282807226,38,0.510094851,0.199917713,0.142390023,0.18490296,0.047637142,0.285263018,20000,125752.03175363655
Montana,2011,0.033992316701044294,0.031786714041814546,0.002205602659229748,0.285261756,39,0.497207471,0.199589461,0.150431928,0.210303757,0.043372113,0.281707355,20000,179497.6928897905
Nebraska,2011,0.028655140039821125,0.029155801816295648,-0.000500661776474523,0.284529108,36,0.503875687,0.204887984,0.136081309,0.1922572,0.035391593,0.22214528,23000,128923.76895780586
Nevada,2011,0.04104583653233822,0.04324733823511859,-0.00220150170278037,0.432999844,36,0.495838171,0.209526086,0.124716064,0.153467346,0.065204923,0.274128436,20000,136768.18266910943
New Hampshire,2011,0.028337767811052954,0.03312077830040669,-0.004783010489353735,0.239301651,41,0.505622845,0.176021891,0.140161463,0.242056177,0.037392827,0.2559426,25000,211209.9325388889
New Jersey,2011,0.016077382077332537,0.024769186563652994,-0.008691804486320457,0.315508343,39,0.512677081,0.188377032,0.137280209,0.25184117,0.057024732,0.267196869,24400,290977.50256410544
New Mexico,2011,0.030229266581455784,0.030068103660094506,0.00016116292136127836,0.29234895,36,0.5026659,0.202683765,0.136058368,0.171235179,0.05188875,0.303452462,16500,167267.56237629714
New York,2011,0.014661209324169417,0.019688193832300676,-0.005026984508131259,0.4213832,38,0.515703694,0.212209052,0.136782536,0.238992033,0.048908059,0.295816785,20000,259816.78538846833
North Carolina,2011,0.02780999499759524,0.02381022631913743,0.0039997686784578115,0.319761886,37,0.51447501,0.199636904,0.132196975,0.18510706,0.05679062,0.288171028,18500,153686.444515664
North Dakota,2011,0.04815147794377934,0.03986606754254052,0.00828541040123882,0.270702351,36,0.495571197,0.229334203,0.14544136,0.177981144,0.017299965,0.242275548,24000,169481.33954368124
Ohio,2011,0.01679472287454952,0.018080621095382957,-0.0012858982208334355,0.297356741,39,0.511235518,0.191098342,0.142820009,0.174530581,0.053565494,0.286877701,20000,113188.45147001544
Oklahoma,2011,0.029090778898003527,0.02190291974039542,0.007187859157608108,0.305859832,36,0.504174065,0.205816788,0.136871398,0.161431546,0.036130743,0.296717032,18000,111344.98261535111
Oregon,2011,0.03340703954382594,0.02899070776458262,0.004416331779243322,0.372543008,38,0.505214937,0.205310421,0.142861091,0.206955883,0.060371,0.297285361,19500,209592.24260664568
Pennsylvania,2011,0.01857906190134147,0.01715694875285993,0.0014221131484815422,0.258872519,40,0.512630734,0.18871973,0.155917663,0.196621236,0.046697585,0.301766256,20500,158775.41567953018
Rhode Island,2011,0.025738878600644985,0.029969899859146776,-0.004231021258501791,0.345035014,39,0.516758267,0.201255205,0.145516702,0.224140161,0.052946727,0.272938699,22000,223341.75270247666
South Carolina,2011,0.03409123347274544,0.026583055245230906,0.007508178227514532,0.296339355,38,0.514350224,0.198401019,0.140229482,0.165524242,0.057170304,0.308638173,17100,141598.34178580993
South Dakota,2011,0.033783891669481377,0.03616484958287896,-0.0023809579133975828,0.275450744,37,0.502992421,0.198396519,0.146995081,0.17299128,0.026095704,0.249703306,22700,148012.50354602127
Tennessee,2011,0.026994539798587378,0.024515013802936754,0.0024795259956506242,0.305750284,38,0.512736687,0.198451343,0.137122692,0.166209328,0.051072774,0.306272823,17100,137830.97540652254
Texas,2011,0.020323128929387268,0.016169012851449442,0.004154116077937826,0.338899284,33,0.503878354,0.215969343,0.105218289,0.173113699,0.041535784,0.266620995,18000,137852.38653967835
Utah,2011,0.03076840310987725,0.026688602471022428,0.004079800638854821,0.273919485,29,0.496856123,0.240982429,0.09177942,0.176768107,0.040742973,0.228214532,18200,194256.02730473026
Vermont,2011,0.03293291746733746,0.029490664481211303,0.0034422529861261562,0.236278217,41,0.506264856,0.183108754,0.150816291,0.269153346,0.031357005,0.260788499,24400,218137.23149650174
Virginia,2011,0.03215510885191517,0.028984530507177125,0.0031705783447380474,0.305344562,37,0.508002985,0.208764193,0.125000062,0.248969074,0.038851474,0.267338998,24000,218585.1329377657
Washington,2011,0.03089691091645311,0.028558169271611193,0.002338741644841918,0.346960442,37,0.501445966,0.211319176,0.126151568,0.22192307,0.052546853,0.278835638,22800,242888.05001863206
West Virginia,2011,0.02726103579739673,0.02514928901653124,0.0021117467808654915,0.243500467,41,0.507182418,0.184251177,0.162354665,0.138197141,0.040034193,0.373298717,16300,97769.20010804299
Wisconsin,2011,0.01937929382157181,0.01872397954133802,0.0006553142802337882,0.282088362,38,0.504234154,0.195403279,0.13857323,0.186782479,0.044878581,0.259430926,22000,156799.61246299287
Wyoming,2011,0.05459850478010791,0.05697955461512841,-0.0023810498350205003,0.270826073,36,0.49094618,0.211006445,0.126644349,0.170991168,0.027888369,0.24547045,24000,198264.60732887863
Alabama,2012,0.021954366820109362,0.022973219717463685,-0.0010188528973543234,0.296895515,38,0.516373315,0.197853681,0.144396035,0.162862765,0.046366639,0.327651693,16800,123425.87369577102
Alaska,2012,0.046333400814769006,0.10957311478144811,-0.0632397139666791,0.318544423,34,0.475770696,0.226521603,0.083278533,0.187664485,0.043324962,0.236775223,26680,253159.93660121108
Arizona,2012,0.03593450949287105,0.032302381348381815,0.0036321281444892384,0.368070219,36,0.502520961,0.204572995,0.148555947,0.186901929,0.04606642,0.311146598,19000,150153.2597427492
Arkansas,2012,0.0264182814452669,0.022469356980797963,0.0039489244644689385,0.325351434,37,0.509116075,0.199359065,0.149764117,0.146343109,0.041428136,0.317611527,17400,120476.8925569979
California,2012,0.013138275948907423,0.015163511080815434,-0.002025235131908011,0.442941393,35,0.502887667,0.220300867,0.121110721,0.211184254,0.056237134,0.284010985,18500,292548.48820829776
Colorado,2012,0.04001995337966223,0.03201905800973991,0.008000895369922316,0.338642743,36,0.497861046,0.217595789,0.1175939,0.260385474,0.041422574,0.244126069,24000,225272.65494500365
Connecticut,2012,0.022588971622518262,0.024604446686218733,-0.002015475063700471,0.287321253,40,0.513594368,0.183517916,0.148718773,0.266426059,0.054395021,0.258721232,25700,236777.40558638974
Delaware,2012,0.0383387603466229,0.028150773253575234,0.010187987093047662,0.2837,39,0.513777244,0.194105935,0.154186276,0.211196914,0.042256393,0.287586196,23800,219017.72397309472
District of Columbia,2012,0.08614908929705992,0.09571514960467824,-0.009566060307618321,0.528826249,33,0.528323341,0.314200179,0.112812597,0.405971315,0.059173872,0.261035895,30000,382702.3023564199
Florida,2012,0.028101421843594064,0.022733388425277966,0.005368033418316098,0.340695009,41,0.5110575,0.191524834,0.18152109,0.194597684,0.056178914,0.32876038,18000,132953.44040561002
Georgia,2012,0.02832283660763328,0.02595301950175042,0.0023698171058828613,0.34466552,35,0.510962309,0.208445611,0.114799124,0.190448133,0.052158455,0.288295248,17800,123276.58956791717
Hawaii,2012,0.040109771815439045,0.04521121573913932,-0.005101443923700273,0.389051169,38,0.493994526,0.217122156,0.151805664,0.213993549,0.036237541,0.27769977,24000,419102.91186550265
Idaho,2012,0.037686995084664304,0.03532637742532405,0.0023606176593402514,0.297262441,35,0.500826582,0.201629601,0.131758671,0.169450558,0.037495739,0.277642556,19000,153200.01447994736
Illinois,2012,0.01640495464128862,0.021837118615638255,-0.005432163974349636,0.301598609,37,0.510011491,0.208252031,0.131709003,0.220766268,0.053877613,0.267510119,21000,145618.0639733268
Indiana,2012,0.020773673248241035,0.022442791810849592,-0.0016691185626085576,0.275606386,37,0.507292116,0.2005732,0.136302046,0.161428497,0.044304758,0.279209537,20000,113586.82878084127
Iowa,2012,0.024958251920872854,0.024261789757405262,0.000696462163467592,0.243629696,38,0.504192655,0.201361921,0.152613407,0.188970999,0.026225479,0.256120482,24000,121278.69462271112
Kansas,2012,0.030990891309323386,0.032831487544805145,-0.001840596235481759,0.298492501,36,0.501778125,0.207083393,0.135795877,0.203294634,0.033278642,0.255476185,22000,117885.30664090083
Kentucky,2012,0.02605607414454379,0.023948921491741316,0.002107152652802473,0.301514811,38,0.508076518,0.200053876,0.140032166,0.151999069,0.04506605,0.317055119,18000,108791.63601140112
Louisiana,2012,0.020065271802326222,0.021152525634398314,-0.0010872538320720916,0.318072802,36,0.511598596,0.214333536,0.130124929,0.153068748,0.042124839,0.301850565,17000,156698.28863856068
Maine,2012,0.020920715179395342,0.029170662060746123,-0.008249946881350782,0.249162649,43,0.509129607,0.171845001,0.169905476,0.206885085,0.042741756,0.299498492,20300,178176.38609448588
Maryland,2012,0.026645533581181168,0.027295954671097803,-0.0006504210899166349,0.304638934,38,0.516138412,0.205992357,0.129529245,0.262399264,0.04506231,0.246133145,28000,246353.81555844308
Massachusetts,2012,0.02166612644573682,0.024195075743088792,-0.002528949297351972,0.323060409,39,0.516453601,0.204553197,0.144239427,0.286062866,0.047931101,0.265629514,25000,299977.098369581
Michigan,2012,0.013700917682621296,0.017978116852797817,-0.004277199170176521,0.26174297,39,0.509082842,0.190704477,0.14612996,0.184625067,0.057125411,0.310615722,19000,98863.66842258583
Minnesota,2012,0.019009908888198212,0.02185490968304858,-0.00284500079485037,0.244996829,37,0.503169559,0.203728143,0.135188178,0.230962985,0.03572635,0.233627538,26000,161767.1638899487
Mississippi,2012,0.024934728683012088,0.022801094365339968,0.00213363431767212,0.309619066,36,0.51706709,0.200189887,0.13436715,0.136993346,0.05252626,0.320536925,15000,113641.47862604233
Missouri,2012,0.027374392065206598,0.024157489898136937,0.003216902167069661,0.291076468,38,0.509975277,0.201871043,0.147174986,0.182627896,0.042512705,0.289308282,20000,123768.45485469775
Montana,2012,0.037858698359891675,0.034181195089029524,0.003677503270862151,0.297514478,40,0.501135662,0.191963118,0.157893271,0.204122606,0.038836342,0.28860528,20000,182768.27129132728
Nebraska,2012,0.023650118616829377,0.02671754471806357,-0.0030674261012341927,0.293754598,36,0.505301734,0.203911022,0.138359763,0.20361461,0.027995311,0.226970803,24000,129562.58315966315
Nevada,2012,0.045604488346151585,0.036821416761747015,0.00878307158440457,0.45062816,36,0.494538283,0.209925873,0.130625231,0.1564577,0.060452762,0.27227466,21000,133911.2495579696
New Hampshire,2012,0.038560864892610236,0.029969253169556766,0.00859161172305347,0.244535927,42,0.510183855,0.176134497,0.147727221,0.25586007,0.03462662,0.258371583,26000,207171.10302937558
New Jersey,2012,0.014844044235190267,0.02489733068294277,-0.010053286447752503,0.315686907,39,0.513094119,0.189085677,0.140807415,0.259746136,0.053317412,0.270199975,25000,280288.29851504625
New Mexico,2012,0.026542333646349718,0.031037069587109525,-0.0044947359407598066,0.30226637,36,0.50274078,0.201151933,0.140504273,0.176596159,0.047676427,0.310378425,17100,164613.53156085615
New York,2012,0.013954674707253503,0.020995374555477012,-0.00704069984822351,0.422306631,38,0.515145148,0.214366993,0.14063047,0.242591604,0.047625936,0.293083368,21000,256642.7218413261
North Carolina,2012,0.028333518317015007,0.02497631486882053,0.0033572034481944776,0.327177719,37,0.51272268,0.199613662,0.137708772,0.190206021,0.052332053,0.291903168,19000,150691.31156017838
North Dakota,2012,0.055394165006856684,0.035641022208139764,0.01975314279871692,0.282275724,36,0.486524267,0.233406896,0.143304728,0.201281252,0.018692791,0.240615013,25600,176660.01615620006
Ohio,2012,0.01720519315773128,0.017511637166037226,-0.0003064440083059457,0.304477607,39,0.511873686,0.191954072,0.14786744,0.178630527,0.04537784,0.293519747,20000,111193.3243183659
Oklahoma,2012,0.028964112748786585,0.027416241367273178,0.001547871381513407,0.318030209,36,0.504759071,0.206912515,0.139953654,0.163234176,0.030738541,0.298627196,19200,111222.51796987279
Oregon,2012,0.030829832545467038,0.02826584241391789,0.0025639901315491487,0.367631502,38,0.503087051,0.204089242,0.149407607,0.214034739,0.055529212,0.302978468,20000,204551.5518063871
Pennsylvania,2012,0.017062438707840535,0.018826919296917495,-0.0017644805890769596,0.269168278,40,0.511393081,0.193107067,0.160252692,0.205131634,0.045862369,0.301146093,21000,156633.44324051755
Rhode Island,2012,0.032143327371610735,0.029574850612966854,0.0025684767586438804,0.350631063,39,0.517670324,0.204754487,0.151493109,0.226034284,0.05258252,0.27661736,22000,212926.71050646008
South Carolina,2012,0.03356368092945512,0.027571334536722038,0.005992346392733085,0.307421498,38,0.513881741,0.199839195,0.147320027,0.176559464,0.052654231,0.309089674,18000,140487.8793157363
South Dakota,2012,0.031704980959486116,0.02767781034054982,0.004027170618936295,0.286438896,36,0.499793605,0.205509303,0.143833233,0.180204331,0.025871358,0.240960024,23000,153721.05502435414
Tennessee,2012,0.02776580136519606,0.02582745576632634,0.0019383455988697222,0.30886957,38,0.512818833,0.200048542,0.142639922,0.17370892,0.045811318,0.309748255,18000,137342.49567891503
Texas,2012,0.01974782697945857,0.0158263428113971,0.00392148416806147,0.344692353,33,0.503335616,0.21747058,0.10888422,0.177681221,0.038952151,0.267790884,18900,138292.77090798336
Utah,2012,0.03132129006501654,0.029554011921598868,0.0017672781434176742,0.275079178,29,0.495801998,0.239816873,0.094884332,0.18466655,0.034125816,0.224660078,20000,196019.18547773792
Vermont,2012,0.03939060726447219,0.032689251631936235,0.006701355632535953,0.24918412,42,0.50516205,0.189627658,0.160537115,0.254853349,0.035579247,0.2681135,24000,221506.04533930184
Virginia,2012,0.031000734782210233,0.029775769259382974,0.0012249655228272587,0.313244645,37,0.510192628,0.21033728,0.129833773,0.251846139,0.036275327,0.267406617,24000,219859.95672828556
Washington,2012,0.031617003114691636,0.026801196906861897,0.004815806207829738,0.346430309,37,0.501446133,0.211098226,0.131366743,0.224508091,0.04307155,0.28041926,23400,228930.10269252196
West Virginia,2012,0.025646007277207623,0.02584667268711111,-0.00020066540990348533,0.248357643,41,0.507889079,0.186139151,0.167107808,0.134431525,0.035050417,0.371815332,17000,99288.33405464904
Wisconsin,2012,0.017522992391192784,0.017322631982168983,0.00020036040902380106,0.282638231,39,0.503912407,0.195223769,0.143432748,0.193838081,0.039384095,0.261663615,23000,153529.99733920663
Wyoming,2012,0.05467288243285463,0.05666182587934133,-0.001988943446486695,0.296921299,37,0.493416168,0.214808158,0.130665219,0.177140656,0.031496568,0.246710686,23400,203896.18438684766
Alabama,2013,0.02177275784640817,0.020426369659742597,0.0013463881866655723,0.303936387,38,0.51565812,0.199868755,0.149131042,0.165050452,0.044656271,0.332890679,17300,130845.52457686164
Alaska,2013,0.04738049043496007,0.12751456902854855,-0.08013407859358848,0.340050494,33,0.47627909,0.239867126,0.091552265,0.187853338,0.046699096,0.214342458,29600,261336.29360085542
Arizona,2013,0.03608939869137608,0.028418710631596372,0.007670688059779711,0.373084998,36,0.501817366,0.206472104,0.153436803,0.187801662,0.040491357,0.319228766,19000,178123.07341258973
Arkansas,2013,0.024155146218312638,0.026351713873177734,-0.002196567654865096,0.326229914,37,0.506247776,0.199394939,0.15315947,0.143226623,0.037164291,0.325487527,17000,123826.10228520569
California,2013,0.012818487505765622,0.015438183554765715,-0.0026196960490000934,0.44456163,35,0.502804968,0.221720742,0.125344456,0.213630249,0.049715045,0.287903371,19000,345237.63606277696
Colorado,2013,0.039673938515700696,0.03241696256716589,0.007256975948534805,0.334269993,36,0.496662248,0.217534959,0.12251823,0.262348466,0.037140541,0.251726009,24400,244754.97722974187
Connecticut,2013,0.024797085793016423,0.025839822438669915,-0.0010427366456534914,0.296561256,40,0.51284482,0.188278348,0.151392071,0.270439479,0.050144046,0.262129875,25400,238448.53401165863
Delaware,2013,0.04025054019310194,0.027602706449211735,0.012647833743890204,0.265001637,38,0.514895506,0.200100675,0.157676649,0.214941631,0.046858274,0.296748903,23500,221705.81266061633
District of Columbia,2013,0.07316329816899306,0.08976479726776128,-0.01660149909876822,0.544923111,33,0.528564512,0.3181442,0.113487684,0.414335856,0.059805182,0.267710214,30000,427564.4290010461
Florida,2013,0.027366471200733995,0.022238889930620665,0.00512758127011333,0.35066021,41,0.51088383,0.190949764,0.186132412,0.198455162,0.046694755,0.335545439,18400,148746.447234476
Georgia,2013,0.028263726835981693,0.02754917521555267,0.0007145516204290214,0.354850855,35,0.511780478,0.207715003,0.119332373,0.192757287,0.049753372,0.287893907,18000,133522.5285222292
Hawaii,2013,0.0418658157465865,0.043985211385486486,-0.0021193956388999846,0.399914106,38,0.494694648,0.220182415,0.156879294,0.223630288,0.027064486,0.281161551,24900,445916.3417368809
Idaho,2013,0.038673963767333334,0.040208239701318864,-0.0015342759339855294,0.301944749,35,0.499367919,0.199659954,0.138189334,0.174540485,0.035813976,0.283262082,19000,169897.46728583233
Illinois,2013,0.017550288772712832,0.02388823239281449,-0.00633794362010166,0.305732008,37,0.509246876,0.208997111,0.134970872,0.227188739,0.048855256,0.269336799,21700,150181.5803640672
Indiana,2013,0.020564033796312126,0.020936844670749914,-0.00037281087443778727,0.284436596,37,0.508763637,0.200282244,0.139446152,0.164638279,0.038503542,0.285733526,20000,116058.93077173953
Iowa,2013,0.02477375324817799,0.025459023197715095,-0.000685269949537104,0.253756776,38,0.505591157,0.199786695,0.155034791,0.183803734,0.02438895,0.262940329,24000,126582.13924530176
Kansas,2013,0.031432265368393435,0.03304702633726652,-0.0016147609688730857,0.30063059,36,0.502103867,0.207831008,0.141101613,0.210642383,0.03048594,0.25971775,22100,120684.12957416446
Kentucky,2013,0.02375203270930174,0.022835805806933538,0.0009162269023682036,0.298158144,38,0.507861247,0.197763973,0.144679254,0.159087615,0.039388255,0.321851434,18000,110328.36227694996
Louisiana,2013,0.02011439653964696,0.02186677345188481,-0.0017523769122378512,0.312987653,36,0.51193349,0.217770086,0.131119,0.156128999,0.038012786,0.309846567,17600,161050.98912512965
Maine,2013,0.027953574873095483,0.022126134309624713,0.00582744056347077,0.264599466,43,0.509680028,0.174289431,0.176946207,0.20788119,0.034574969,0.305078213,21000,180951.24410447804
Maryland,2013,0.027577108771697393,0.031424879921322944,-0.0038477711496255514,0.303530521,38,0.514223081,0.205584287,0.133800285,0.264955858,0.039775915,0.25050828,28500,259352.86988328153
Massachusetts,2013,0.020415410938883827,0.023633247927395278,-0.0032178369885114515,0.329689231,39,0.515616577,0.208834417,0.148333349,0.292675708,0.042936285,0.266558182,25300,316460.8530561418
Michigan,2013,0.014727066195398368,0.01711377912550593,-0.002386712930107563,0.265991668,39,0.509213873,0.192544036,0.149868902,0.19031598,0.048411409,0.309749705,20000,109986.6762320655
Minnesota,2013,0.019580863971415768,0.022323387943599185,-0.0027425239721834173,0.238814253,37,0.506819079,0.203015656,0.139613828,0.235815017,0.030495648,0.238047148,26000,177419.55661986
Mississippi,2013,0.023188880102319395,0.024512474863122042,-0.0013235947608026474,0.323734533,36,0.514844008,0.199866141,0.139133133,0.138178668,0.047403272,0.328509194,15000,113787.80447852494
Missouri,2013,0.026774486025491474,0.02336149559953706,0.0034129904259544153,0.296053007,38,0.509888618,0.204312055,0.150597658,0.19200102,0.037597216,0.287934772,20000,127083.15150801129
Montana,2013,0.03991473689772715,0.03193260491816701,0.007982131979560138,0.308428679,39,0.500904779,0.194523058,0.161927371,0.205001157,0.037388011,0.296213916,20000,192681.3819738915
Nebraska,2013,0.024881436865809323,0.026006807351940095,-0.0011253704861307716,0.292178392,36,0.504591879,0.207495681,0.141648238,0.206535026,0.023851013,0.23299078,24000,134217.29489099377
